epoch,loss,val_loss
0,946.8206787109375,654.785400390625
1,493.41510009765625,336.76727294921875
2,232.97132873535156,167.404052734375
3,148.7822265625,123.11918640136719
4,118.55400085449219,102.1639175415039
5,102.28013610839844,87.44964599609375
6,91.36151123046875,78.05470275878906
7,83.75746154785156,72.05000305175781
8,78.35763549804688,68.05149841308594
9,74.65054321289062,63.940555572509766
10,71.78763580322266,61.49662780761719
11,69.6799545288086,60.01077651977539
12,67.36665344238281,58.23374557495117
13,66.4211654663086,57.560909271240234
14,65.07383728027344,55.950992584228516
15,64.19542694091797,55.43632888793945
16,63.34712219238281,55.020381927490234
17,63.36139678955078,54.378662109375
18,62.6124153137207,54.07569885253906
19,61.77926254272461,53.75236892700195
20,61.50346755981445,53.69656753540039
21,61.046627044677734,52.98456573486328
22,60.78984832763672,52.75901412963867
23,60.55403518676758,53.14250946044922
24,60.51611328125,52.029640197753906
25,60.154624938964844,51.75612258911133
26,60.31771469116211,51.73215103149414
27,59.96269226074219,51.42792892456055
28,60.008575439453125,51.23240280151367
29,59.86063766479492,51.02798843383789
30,59.675724029541016,51.24179458618164
31,58.67897033691406,50.901084899902344
32,59.11684799194336,51.089298248291016
33,58.4024772644043,50.37723922729492
34,58.166290283203125,50.56486511230469
35,58.33757781982422,50.126705169677734
36,58.088897705078125,50.05214309692383
37,58.053565979003906,49.940406799316406
38,57.69527816772461,49.92012023925781
39,57.957550048828125,49.904632568359375
40,57.49983215332031,49.5563850402832
41,57.35821533203125,49.69854736328125
42,57.35573196411133,49.18115234375
43,57.806884765625,49.76213836669922
44,57.12724304199219,49.37574768066406
45,56.705238342285156,49.05295181274414
46,56.8125,48.422183990478516
47,56.36958312988281,48.40019607543945
48,56.532989501953125,48.56462860107422
49,56.489009857177734,48.755882263183594
50,55.77219772338867,48.30531692504883
51,55.792022705078125,48.102020263671875
52,55.756290435791016,47.750450134277344
53,55.30876159667969,47.56803512573242
54,55.275211334228516,47.07502365112305
55,54.754913330078125,47.288455963134766
56,54.68352127075195,47.14006423950195
57,54.415035247802734,46.6785888671875
58,54.93220520019531,46.895904541015625
59,54.05347442626953,46.70831298828125
60,54.54422378540039,46.084938049316406
61,54.237403869628906,46.15660095214844
62,53.892127990722656,46.96780014038086
63,53.66604232788086,45.735198974609375
64,53.83567810058594,45.575904846191406
65,53.70729064941406,45.40764617919922
66,53.15250015258789,45.09878158569336
67,53.47101593017578,45.094112396240234
68,52.81611251831055,44.547149658203125
69,53.25127410888672,44.512977600097656
70,52.15248489379883,44.62415313720703
71,52.4498291015625,44.16191101074219
72,52.03175735473633,44.072696685791016
73,52.25222396850586,43.89470672607422
74,51.57057189941406,43.85253143310547
75,51.48633575439453,43.7701301574707
76,51.52910614013672,43.29146194458008
77,51.464324951171875,43.37858200073242
78,50.70063781738281,43.142120361328125
79,51.17501449584961,43.521392822265625
80,50.64950180053711,42.47393035888672
81,51.09857940673828,42.32329559326172
82,50.438751220703125,42.626407623291016
83,50.343475341796875,42.652034759521484
84,49.69728469848633,41.919830322265625
85,49.36729049682617,41.90382766723633
86,49.6652717590332,41.55353927612305
87,49.77774429321289,41.90858840942383
88,49.712467193603516,41.42934799194336
89,49.17765426635742,41.395843505859375
90,49.01456069946289,41.38243103027344
91,48.47547149658203,41.21494674682617
92,49.11102294921875,40.73481369018555
93,48.45341110229492,40.65533447265625
94,48.65041732788086,40.80750274658203
95,48.38291549682617,40.668941497802734
96,47.93988037109375,40.6376838684082
97,48.84559631347656,40.25624465942383
98,48.052574157714844,40.79169464111328
99,47.28390121459961,40.37065124511719
100,48.11561584472656,39.85173797607422
101,47.55902099609375,39.76811981201172
102,47.414432525634766,39.70530700683594
103,47.688323974609375,39.58225631713867
104,46.79106140136719,39.59189224243164
105,46.76410675048828,39.487937927246094
106,47.3531608581543,39.24570083618164
107,46.66265869140625,38.90414810180664
108,46.71441650390625,39.835655212402344
109,46.413822174072266,38.751426696777344
110,46.23351287841797,39.280948638916016
111,46.441383361816406,39.0013427734375
112,45.96639633178711,39.46967697143555
113,46.147979736328125,38.3382453918457
114,46.24516677856445,38.289894104003906
115,45.700401306152344,38.421112060546875
116,46.095481872558594,38.30362319946289
117,45.15635299682617,37.88019561767578
118,45.84968566894531,38.55625915527344
119,45.27725601196289,37.996376037597656
120,45.17625427246094,37.66865921020508
121,45.086029052734375,37.605655670166016
122,45.117218017578125,37.630699157714844
123,45.665740966796875,37.46320724487305
124,44.87525939941406,37.23199462890625
125,44.63972854614258,37.21476364135742
126,44.78011703491211,37.15765380859375
127,44.78839874267578,37.351314544677734
128,44.407413482666016,37.25075149536133
129,44.91091537475586,37.092384338378906
130,44.96133041381836,36.866004943847656
131,44.949981689453125,37.02129364013672
132,44.1859016418457,36.78493881225586
133,44.491188049316406,36.43425750732422
134,44.86109924316406,36.59553527832031
135,44.1059455871582,36.56124496459961
136,44.21470642089844,36.36453628540039
137,43.872108459472656,36.84962844848633
138,43.95782470703125,36.66585922241211
139,43.47831344604492,36.59910202026367
140,43.19388198852539,36.183536529541016
141,43.649784088134766,36.06536102294922
142,43.60771942138672,36.0135383605957
143,43.35435485839844,35.88759994506836
144,43.20176315307617,35.8762321472168
145,43.42127227783203,35.8734016418457
146,43.418033599853516,35.727821350097656
147,43.18387222290039,35.513023376464844
148,42.90938186645508,35.80088806152344
149,43.01298522949219,35.553611755371094
150,43.13560485839844,35.45171356201172
151,43.63254165649414,35.57980728149414
152,42.94769287109375,36.028804779052734
153,42.95804214477539,35.60456085205078
154,42.70411682128906,35.28635025024414
155,42.892906188964844,35.46927261352539
156,42.7037239074707,35.30669403076172
157,42.55988311767578,35.1023063659668
158,42.56208801269531,35.29252243041992
159,42.64439010620117,34.99936294555664
160,42.58565902709961,35.048397064208984
161,42.40003204345703,34.87165451049805
162,42.137813568115234,35.06993103027344
163,42.460723876953125,34.790096282958984
164,42.685909271240234,34.93098068237305
165,42.759376525878906,34.80604934692383
166,42.02579116821289,34.82902145385742
167,42.52613067626953,34.70658493041992
168,41.84797668457031,34.76670837402344
169,42.19012451171875,34.345497131347656
170,41.85386657714844,34.837669372558594
171,42.23125076293945,34.436256408691406
172,41.96990203857422,34.499549865722656
173,41.605926513671875,34.31647491455078
174,42.53927993774414,34.5760612487793
175,41.49263381958008,34.72099685668945
176,42.03095626831055,34.54843521118164
177,41.38904571533203,34.18602752685547
178,41.78499984741211,34.34511947631836
179,41.763641357421875,34.20370864868164
180,41.545257568359375,35.16904830932617
181,41.693389892578125,34.34435272216797
182,41.533348083496094,34.344566345214844
183,41.37290573120117,33.76279830932617
184,41.453346252441406,34.18621826171875
185,41.25211715698242,33.67194747924805
186,41.56850051879883,33.69439697265625
187,41.33794403076172,33.77155685424805
188,41.22084045410156,33.80018997192383
189,41.26134490966797,34.79230880737305
190,41.472347259521484,34.109764099121094
191,41.103782653808594,33.7661018371582
192,41.05925750732422,33.50346374511719
193,40.56066131591797,33.66761016845703
194,40.93205642700195,33.68778610229492
195,40.89784622192383,33.58818054199219
196,41.03410339355469,33.43089294433594
197,41.01887512207031,33.744354248046875
198,40.47642135620117,33.53491973876953
199,40.908084869384766,33.038787841796875
0,911.9559936523438,626.048583984375
1,460.69775390625,287.4065856933594
