epoch,last_time_step_mse,loss,lr,val_last_time_step_mse,val_loss
46,34.046695709228516,36.3134880065918,0.001,36.477054595947266,35.7883415222168
47,33.764408111572266,36.01100540161133,0.001,36.94501876831055,36.117637634277344
48,33.42539978027344,35.61079406738281,0.001,35.805999755859375,35.155067443847656
49,33.09718704223633,35.30828094482422,0.001,35.3405647277832,34.77662658691406
50,32.76618957519531,34.945343017578125,0.001,35.2307243347168,34.82810974121094
51,32.71054458618164,34.84831237792969,0.001,35.12595748901367,34.49435043334961
52,32.255863189697266,34.410499572753906,0.001,35.547489166259766,34.85835266113281
53,32.04538345336914,34.225399017333984,0.001,34.424800872802734,33.808162689208984
54,31.8284969329834,33.93082046508789,0.001,34.13059616088867,33.75221633911133
55,31.526939392089844,33.78213119506836,0.001,33.914817810058594,33.38813781738281
56,31.33681869506836,33.44869613647461,0.001,33.77100372314453,33.15079116821289
57,31.083694458007812,33.182029724121094,0.001,33.36627960205078,32.79732131958008
58,31.06013298034668,33.175384521484375,0.001,33.629512786865234,33.117088317871094
59,30.935422897338867,32.99277114868164,0.001,32.94395446777344,32.480045318603516
60,30.62307357788086,32.65927505493164,0.001,32.77061080932617,32.26860046386719
61,30.330310821533203,32.44479751586914,0.001,32.902278900146484,32.349056243896484
62,30.287982940673828,32.3030891418457,0.001,32.38542556762695,31.998851776123047
63,29.900821685791016,32.03702926635742,0.001,32.060394287109375,31.69550895690918
64,29.941905975341797,32.00556182861328,0.001,31.949996948242188,31.582902908325195
65,29.7205810546875,31.796810150146484,0.001,31.924617767333984,31.533967971801758
66,29.46516990661621,31.56682586669922,0.001,31.912065505981445,31.63558006286621
67,29.2462100982666,31.379304885864258,0.001,31.443336486816406,31.107839584350586
68,29.165430068969727,31.283235549926758,0.001,31.403545379638672,30.9610652923584
69,28.874765396118164,31.027557373046875,0.001,30.896272659301758,30.565685272216797
70,28.639169692993164,30.845623016357422,0.001,30.70108985900879,30.46017837524414
71,28.7420654296875,30.898683547973633,0.001,30.750675201416016,30.740081787109375
72,28.3616886138916,30.557270050048828,0.001,30.21586036682129,30.07553482055664
73,28.035890579223633,30.376441955566406,0.001,30.260692596435547,30.127023696899414
74,27.762115478515625,30.19769859313965,0.001,29.916959762573242,29.884668350219727
75,27.732452392578125,30.067983627319336,0.001,29.896224975585938,30.01140594482422
76,27.68349266052246,30.155323028564453,0.001,29.4548397064209,29.442724227905273
77,26.98008155822754,29.705949783325195,0.001,29.2117862701416,29.28830337524414
78,26.652128219604492,29.487754821777344,0.001,28.959131240844727,29.14481544494629
79,26.444459915161133,29.345746994018555,0.001,28.695703506469727,28.968210220336914
80,26.2937068939209,29.168886184692383,0.001,28.600053787231445,29.01386833190918
81,26.234947204589844,29.144088745117188,0.001,28.32773780822754,28.58438491821289
82,25.81442642211914,28.890493392944336,0.001,28.13885498046875,28.592859268188477
83,25.743825912475586,28.744966506958008,0.001,27.818578720092773,28.264307022094727
84,25.504751205444336,28.569011688232422,0.001,27.72637367248535,28.1969051361084
85,25.310184478759766,28.400480270385742,0.001,27.471853256225586,28.01438331604004
86,25.05040168762207,28.15318489074707,0.001,27.31484031677246,27.81959342956543
87,24.911897659301758,28.109130859375,0.001,27.171913146972656,27.69392967224121
88,24.744531631469727,27.968530654907227,0.001,26.97142219543457,27.609596252441406
89,24.532442092895508,27.785404205322266,0.001,26.553241729736328,27.278133392333984
90,24.22836685180664,27.581790924072266,0.001,26.42337417602539,27.13223648071289
91,24.019922256469727,27.3864688873291,0.001,26.74098777770996,27.305877685546875
92,24.1718807220459,27.50818634033203,0.001,27.17293357849121,27.780488967895508
93,24.06886863708496,27.3372859954834,0.001,25.799156188964844,26.782848358154297
94,23.508800506591797,26.971460342407227,0.001,25.476200103759766,26.566268920898438
95,23.333284378051758,26.808269500732422,0.001,25.386734008789062,26.363758087158203
96,23.148508071899414,26.70402717590332,0.001,25.37377166748047,26.500221252441406
97,23.04840850830078,26.64527702331543,0.001,24.93347930908203,26.105854034423828
98,22.932924270629883,26.574077606201172,0.001,25.005699157714844,26.027135848999023
99,22.569026947021484,26.203943252563477,0.001,24.89105796813965,26.00117301940918
100,22.565147399902344,26.206708908081055,0.001,24.335346221923828,25.62125587463379
101,22.238319396972656,25.895015716552734,0.001,24.584226608276367,25.89698600769043
102,22.181934356689453,25.86520004272461,0.001,24.836435317993164,26.02840805053711
103,22.15306854248047,25.817867279052734,0.001,23.872793197631836,25.27882957458496
104,21.65450668334961,25.484371185302734,0.001,23.723249435424805,25.100162506103516
105,21.496713638305664,25.352022171020508,0.001,23.41876983642578,24.947885513305664
106,21.363079071044922,25.22616195678711,0.001,23.20538330078125,24.753252029418945
107,21.120851516723633,25.035274505615234,0.001,22.900348663330078,24.61309051513672
108,20.921630859375,24.939144134521484,0.001,22.82486343383789,24.532867431640625
109,20.917526245117188,24.90899085998535,0.001,22.97640037536621,24.6907901763916
110,20.82439422607422,24.798748016357422,0.001,22.568584442138672,24.316469192504883
111,20.648828506469727,24.68228530883789,0.001,22.39180564880371,24.24993324279785
112,20.35658836364746,24.466638565063477,0.001,22.3118839263916,24.066099166870117
113,20.154809951782227,24.340608596801758,0.001,22.339181900024414,24.21078109741211
114,20.105195999145508,24.306289672851562,0.001,21.93304443359375,23.81852912902832
115,19.81404685974121,24.1448974609375,0.001,21.805734634399414,23.871723175048828
116,19.710678100585938,24.006322860717773,0.001,21.459911346435547,23.616329193115234
117,19.64261817932129,23.957015991210938,0.001,21.38915252685547,23.505491256713867
118,19.36550521850586,23.781232833862305,0.001,21.19598960876465,23.331377029418945
119,19.304292678833008,23.774927139282227,0.001,21.160385131835938,23.392560958862305
