epoch,last_time_step_mse,loss,val_last_time_step_mse,val_loss
0,2201.124755859375,1101.6427001953125,1968.662353515625,1026.027587890625
1,1954.7568359375,952.6658325195312,1821.269287109375,939.5454711914062
2,1861.9747314453125,902.6077880859375,1769.4075927734375,910.9976806640625
3,1819.5789794921875,881.0101318359375,1731.590576171875,891.3670654296875
4,1786.142333984375,865.2640380859375,1702.8572998046875,877.132080078125
5,1759.96533203125,853.5036010742188,1677.462158203125,865.1176147460938
6,1736.46337890625,843.5066528320312,1655.1845703125,855.0595703125
7,1715.949951171875,835.1624145507812,1635.433837890625,846.5596313476562
8,1697.5504150390625,828.2199096679688,1617.50537109375,839.2409057617188
9,1681.0577392578125,822.37451171875,1601.923095703125,833.2095947265625
10,1666.55322265625,817.58056640625,1588.0958251953125,828.15234375
11,1653.863525390625,813.6851806640625,1575.7020263671875,823.8828125
12,1642.2623291015625,810.368896484375,1564.9034423828125,820.3847045898438
13,1632.318115234375,807.8425903320312,1555.0244140625,817.3892211914062
14,1623.623779296875,805.672607421875,1546.7899169921875,815.0371704101562
15,1615.9234619140625,804.075439453125,1539.2889404296875,813.0301513671875
16,1609.3289794921875,802.6351928710938,1533.3187255859375,811.5006713867188
17,1603.677490234375,801.6033935546875,1527.7100830078125,810.130859375
18,1598.4453125,800.7052612304688,1522.7235107421875,808.9088745117188
19,1593.9090576171875,799.6331176757812,1514.6846923828125,803.583251953125
20,1519.182373046875,728.4389038085938,1402.5240478515625,698.0125122070312
21,1451.185302734375,672.8748168945312,1372.0106201171875,680.5908813476562
22,1416.2513427734375,654.2032470703125,1334.7918701171875,661.2739868164062
23,1374.735595703125,629.5214233398438,1292.2838134765625,635.2238159179688
24,1338.7431640625,612.384521484375,1260.97705078125,621.265869140625
25,1307.56591796875,599.7093505859375,1232.7899169921875,609.3544921875
26,1280.6015625,588.9481201171875,1207.5859375,599.2242431640625
27,1256.64404296875,579.9132690429688,1184.746337890625,590.51123046875
28,1234.0028076171875,571.902099609375,1164.869873046875,583.31005859375
29,1214.8076171875,565.3532104492188,1146.4642333984375,576.9932861328125
30,1196.561767578125,559.6248779296875,1130.01806640625,571.6586303710938
31,1180.596435546875,554.8421020507812,1114.7735595703125,566.9986572265625
32,1165.800537109375,550.607666015625,1101.473876953125,563.1710205078125
33,1152.4537353515625,547.0604248046875,1089.4688720703125,559.9244995117188
34,1140.45166015625,544.1255493164062,1078.30126953125,557.0955810546875
35,1129.7296142578125,541.56884765625,1068.2694091796875,554.7190551757812
36,1119.8763427734375,539.4093627929688,1059.238525390625,552.72119140625
37,1110.87646484375,537.5929565429688,1050.9539794921875,551.0165405273438
38,1102.52734375,536.0535278320312,1043.309326171875,549.5584716796875
39,1095.1087646484375,534.6583251953125,1036.86962890625,548.4130249023438
40,1088.406982421875,533.6155395507812,1030.4759521484375,547.36572265625
41,1082.198974609375,532.6694946289062,1024.9356689453125,546.5261840820312
42,1076.5477294921875,531.8576049804688,1020.03173828125,545.8385620117188
43,1071.7225341796875,531.2236328125,1015.318603515625,545.2318725585938
44,1066.93505859375,530.65478515625,1011.1807250976562,544.74169921875
45,1062.766845703125,530.2127685546875,1007.2040405273438,544.3118896484375
46,1058.926513671875,529.7923583984375,1004.0443725585938,543.9954223632812
47,1055.696044921875,529.4799194335938,1001.0028686523438,543.7157592773438
48,1052.6513671875,529.220703125,998.0970458984375,543.4740600585938
49,1049.6817626953125,528.9982299804688,995.5067138671875,543.2765502929688
