epoch,last_time_step_mse,loss,val_last_time_step_mse,val_loss
0,920.6720581054688,937.2731323242188,845.5392456054688,844.5332641601562
1,772.1798706054688,786.391357421875,703.8408813476562,706.1895141601562
2,648.8635864257812,664.1642456054688,620.504150390625,619.1309204101562
3,589.2213134765625,599.867919921875,578.94921875,574.9393310546875
4,558.0081787109375,566.3947143554688,556.4271240234375,551.194580078125
5,542.0848388671875,548.595703125,545.0328979492188,538.7703247070312
6,534.1525268554688,539.524658203125,540.8656005859375,532.5119018554688
7,528.435791015625,536.2030639648438,531.54833984375,530.1490478515625
8,528.2699584960938,539.29052734375,541.8405151367188,531.5189208984375
9,534.914306640625,531.0712280273438,491.1019287109375,482.3944091796875
10,443.6276550292969,448.30255126953125,413.7384948730469,409.1854248046875
11,366.434814453125,373.8375244140625,334.0443420410156,332.3608093261719
12,299.54296875,307.9352111816406,281.83428955078125,281.6585998535156
13,258.5733642578125,266.61285400390625,247.1064453125,247.10008239746094
14,228.59007263183594,236.26431274414062,220.15234375,220.2587127685547
15,204.70956420898438,211.8360595703125,199.4195098876953,199.4294891357422
16,185.65245056152344,192.0078887939453,180.3928985595703,180.38467407226562
17,168.99264526367188,174.9320526123047,165.0240478515625,164.99081420898438
18,154.88198852539062,160.49285888671875,153.1832275390625,152.8411102294922
19,143.06393432617188,148.16262817382812,140.51734924316406,140.30441284179688
20,132.41616821289062,137.1506805419922,130.9654998779297,130.66134643554688
21,123.39176177978516,127.90259552001953,121.73478698730469,121.40876770019531
22,115.27629089355469,119.27128601074219,114.21822357177734,113.80166625976562
23,108.59526062011719,112.68705749511719,108.18986511230469,109.02197265625
24,102.16975402832031,105.82606506347656,101.09387969970703,100.66510009765625
25,96.33720397949219,99.67295837402344,96.01373291015625,95.51297760009766
26,91.42536163330078,94.43871307373047,90.87542724609375,90.3604965209961
27,86.88349914550781,89.78350830078125,86.53742980957031,85.99542999267578
28,83.11922454833984,85.7864761352539,82.97659301757812,82.3615493774414
29,79.73150634765625,82.25064849853516,79.81629180908203,79.12494659423828
30,76.8503189086914,79.15811157226562,76.88003540039062,76.13260650634766
31,74.33301544189453,76.5349349975586,74.49626159667969,73.64112091064453
32,71.88849639892578,73.96600341796875,72.42186737060547,71.49340057373047
33,69.88631439208984,71.7768325805664,71.51246643066406,70.41667938232422
34,68.55660247802734,70.24269104003906,68.61758422851562,67.6707992553711
35,66.3282241821289,68.11328125,67.56277465820312,66.27685546875
36,64.78551483154297,66.25761413574219,65.59262084960938,64.34239959716797
37,63.388187408447266,64.96211242675781,64.2201919555664,62.87078857421875
38,62.31687927246094,63.61724853515625,62.88508987426758,61.438140869140625
39,61.07294845581055,62.30603790283203,62.053001403808594,60.49397659301758
40,60.11668014526367,61.2442741394043,61.57032012939453,59.79229736328125
41,59.55522155761719,60.51191711425781,61.53801345825195,59.50586700439453
42,58.55173110961914,59.60975646972656,59.69535827636719,57.71590042114258
43,57.63465881347656,58.654781341552734,58.97471618652344,56.93614196777344
44,57.08149719238281,58.03105545043945,58.479610443115234,56.275814056396484
45,56.708335876464844,57.523338317871094,58.08213806152344,55.810508728027344
46,56.21083068847656,56.93148422241211,58.05152893066406,55.541500091552734
47,55.70697021484375,56.40642547607422,57.428165435791016,54.9949951171875
48,55.40748977661133,55.98084259033203,57.33736801147461,54.68510818481445
49,55.05733108520508,55.72248840332031,56.73139190673828,53.95821762084961
50,54.696128845214844,55.28154373168945,56.753299713134766,54.00289535522461
51,54.44511795043945,54.937522888183594,56.0990104675293,53.25676345825195
52,53.87828063964844,54.43907165527344,55.992164611816406,53.09245300292969
53,53.754051208496094,54.12228775024414,55.84265899658203,52.787654876708984
54,53.57400894165039,53.936641693115234,55.55111312866211,52.616172790527344
55,53.14984893798828,53.60490798950195,56.08625793457031,53.01824951171875
56,53.238948822021484,53.54194641113281,54.99364471435547,51.9124755859375
57,52.86286544799805,53.237388610839844,55.25010299682617,51.997100830078125
58,52.60038375854492,52.84257125854492,54.76996994018555,51.51418685913086
59,52.460784912109375,52.730220794677734,54.41741180419922,51.19096755981445
60,52.26107406616211,52.43357849121094,54.31053161621094,51.0340576171875
61,52.18436813354492,52.34465408325195,54.64042282104492,51.2557258605957
62,52.18968963623047,52.270748138427734,54.32105255126953,50.854339599609375
