epoch,loss,val_loss
0,926.9805908203125,551.5941772460938
1,380.87493896484375,224.77598571777344
2,177.4853057861328,137.5668487548828
3,125.13384246826172,107.04383087158203
4,101.83955383300781,90.3294448852539
5,89.07205200195312,79.59286499023438
6,81.20079803466797,72.93896484375
7,75.25131225585938,68.4017333984375
8,71.73677825927734,65.86033630371094
9,69.10454559326172,63.795719146728516
10,67.45301055908203,61.70842742919922
11,66.12745666503906,60.568565368652344
12,64.66969299316406,59.71137619018555
13,63.64788818359375,58.98600387573242
14,63.141937255859375,58.53358840942383
15,62.4764289855957,57.8309440612793
16,62.50545120239258,58.241973876953125
17,62.11137008666992,57.510345458984375
18,61.401451110839844,57.18608856201172
19,61.40516662597656,56.74879837036133
20,61.3734130859375,56.448081970214844
21,60.967098236083984,56.536563873291016
22,60.77694320678711,56.73072814941406
23,60.715309143066406,56.35749816894531
24,60.31471252441406,56.018455505371094
25,60.16739273071289,55.92856216430664
26,60.04191970825195,55.88036346435547
27,60.132911682128906,55.8884391784668
28,60.218055725097656,56.05086135864258
29,59.90959548950195,55.75246810913086
30,59.850547790527344,55.66969680786133
31,60.140628814697266,55.83562469482422
32,60.17448425292969,55.5118408203125
33,59.7685432434082,55.21078872680664
34,60.15666198730469,55.403656005859375
35,60.170738220214844,55.22372055053711
36,60.641937255859375,55.02312469482422
37,59.54446029663086,55.07574462890625
38,60.00237274169922,55.21527862548828
39,59.570526123046875,55.13774871826172
40,59.05177307128906,54.922142028808594
41,59.460731506347656,55.247135162353516
42,59.576927185058594,55.114078521728516
43,59.19383239746094,55.328582763671875
44,59.93708419799805,54.97060775756836
45,59.47687530517578,55.00665283203125
46,59.19980239868164,55.77228927612305
47,59.174156188964844,54.85892868041992
48,59.46649169921875,54.77720260620117
49,59.32059097290039,55.082271575927734
50,59.395530700683594,55.19097137451172
51,59.246009826660156,55.29975509643555
52,59.45693588256836,54.77934646606445
53,59.459957122802734,54.58707809448242
54,59.46513748168945,54.94385528564453
55,58.90620422363281,55.338809967041016
56,59.909183502197266,55.2359733581543
57,60.02822494506836,54.85607147216797
58,59.26218032836914,54.8031005859375
59,59.0948371887207,55.66105651855469
60,59.01704406738281,54.6308708190918
61,59.51802444458008,54.65830993652344
62,58.862342834472656,55.032875061035156
63,59.50712966918945,54.78028869628906
64,59.23210144042969,54.667236328125
65,58.6390266418457,54.99325180053711
66,58.867069244384766,54.76036071777344
67,59.0441780090332,54.443843841552734
68,58.90494155883789,54.573055267333984
69,58.896484375,54.583553314208984
70,58.670257568359375,54.61448669433594
71,58.733070373535156,54.551734924316406
72,58.816402435302734,54.90738296508789
73,58.80462646484375,54.539093017578125
74,58.903316497802734,54.631629943847656
75,58.70417022705078,54.698543548583984
76,58.81943893432617,54.42577362060547
77,59.59255599975586,54.81763458251953
78,58.73508071899414,54.83647155761719
79,59.017669677734375,54.788841247558594
80,59.21171188354492,54.99454116821289
81,58.681243896484375,54.576072692871094
82,58.95787048339844,54.409183502197266
83,58.80112838745117,55.24750900268555
84,59.47674560546875,54.86861038208008
85,57.958282470703125,54.46631622314453
86,58.65618133544922,54.412940979003906
87,58.91750717163086,55.14585876464844
88,59.1094856262207,54.59422302246094
89,58.82495880126953,54.46302032470703
90,59.45764923095703,54.4071044921875
91,59.2986946105957,54.46504211425781
92,58.61983108520508,54.6537971496582
93,58.848411560058594,54.29759979248047
94,58.503700256347656,54.5848274230957
95,58.61016082763672,54.55509567260742
96,58.88328552246094,54.437557220458984
97,58.906394958496094,54.52558898925781
98,58.9066047668457,54.8026008605957
99,58.746944427490234,54.65346145629883
100,58.06726837158203,54.30110168457031
101,58.644195556640625,54.366703033447266
102,58.690643310546875,54.44379806518555
103,58.411529541015625,54.5230712890625
104,58.03566360473633,54.94197082519531
105,59.065528869628906,54.4809684753418
106,58.926116943359375,54.347511291503906
107,58.89487075805664,54.227439880371094
108,58.35068893432617,54.44109344482422
109,58.147216796875,54.61714553833008
110,58.84328079223633,54.4924430847168
111,58.49387741088867,54.33241653442383
112,58.034786224365234,54.467567443847656
113,58.642574310302734,54.34365463256836
114,58.70298385620117,54.36268615722656
115,58.75847625732422,54.78257751464844
116,58.692317962646484,54.848304748535156
117,59.00459671020508,54.88195037841797
118,58.98714828491211,54.268226623535156
119,58.399559020996094,54.74021530151367
120,59.20286178588867,54.676265716552734
121,58.7933235168457,54.310211181640625
122,59.001930236816406,54.800376892089844
