epoch,last_time_step_mse,loss,val_last_time_step_mse,val_loss
0,897.5433349609375,912.1873779296875,827.585205078125,826.7266235351562
1,807.9505004882812,817.3042602539062,799.5452270507812,795.7200317382812
2,691.7825927734375,703.6521606445312,610.3245239257812,611.6378173828125
3,579.394287109375,587.622802734375,556.3267822265625,555.7489624023438
0,886.5693969726562,901.762939453125,836.6603393554688,818.763427734375
1,794.9716796875,804.463623046875,703.5226440429688,690.3606567382812
2,629.3892822265625,642.7965087890625,601.453857421875,587.9535522460938
3,561.7689208984375,570.2408447265625,561.3359375,547.3526611328125
4,536.8938598632812,543.05126953125,545.4298095703125,531.7743530273438
5,527.5055541992188,532.4456787109375,540.1026000976562,525.8546752929688
6,524.3302001953125,528.054931640625,535.171630859375,519.1848754882812
7,445.633056640625,449.79144287109375,375.5139465332031,366.01080322265625
8,330.3541259765625,337.5143737792969,312.7815856933594,304.968017578125
9,279.71923828125,286.118408203125,267.41827392578125,261.94232177734375
10,237.09608459472656,243.66696166992188,228.23960876464844,223.661865234375
11,206.4203643798828,212.37657165527344,200.3507843017578,196.66629028320312
12,181.9781951904297,187.58929443359375,177.69068908691406,174.68521118164062
13,162.12771606445312,167.3753204345703,159.0624237060547,156.5585174560547
14,145.67025756835938,150.5563201904297,142.5627899169922,140.716552734375
15,131.38755798339844,136.09237670898438,130.71414184570312,129.1711883544922
16,120.47549438476562,124.86656188964844,118.11235809326172,116.81952667236328
17,108.83173370361328,113.35138702392578,107.6297378540039,106.77466583251953
18,100.88888549804688,105.15239715576172,100.50778198242188,99.63575744628906
19,92.28507995605469,96.3624267578125,91.19813537597656,90.47614288330078
20,84.04918670654297,88.27567291259766,84.40872955322266,84.07461547851562
21,77.16082000732422,81.59751892089844,74.45570373535156,76.36698913574219
22,69.474609375,74.18773651123047,68.13186645507812,70.42375946044922
23,63.753440856933594,68.37989807128906,62.277427673339844,64.92774963378906
24,59.09979248046875,63.66336441040039,57.94755172729492,60.797054290771484
25,55.39823532104492,59.76742935180664,54.432701110839844,57.381160736083984
26,52.195396423339844,56.465728759765625,51.328922271728516,54.3598747253418
27,50.25421142578125,54.43952941894531,49.07225799560547,52.146690368652344
28,47.201812744140625,51.218963623046875,46.66836929321289,49.75290298461914
29,45.110660552978516,49.05305480957031,44.72703552246094,47.972103118896484
30,43.33220291137695,47.246456146240234,42.458045959472656,45.75276565551758
31,41.61144256591797,45.48358917236328,40.84851837158203,44.26789093017578
32,40.9039421081543,44.72816848754883,39.706138610839844,43.062198638916016
33,38.979671478271484,42.70453643798828,38.24543762207031,41.70471954345703
34,37.80607986450195,41.54301452636719,37.66965103149414,41.2581901550293
35,36.86262512207031,40.56863021850586,36.26741409301758,39.914451599121094
36,35.93925094604492,39.70271301269531,35.658538818359375,39.097206115722656
37,34.722190856933594,38.442039489746094,34.17277526855469,37.619808197021484
38,33.820438385009766,37.58082962036133,33.31476593017578,36.9951171875
39,32.96567153930664,36.706844329833984,32.62450408935547,36.25030517578125
40,32.453857421875,36.17573547363281,32.01686477661133,35.589080810546875
41,31.72227668762207,35.44069290161133,31.153108596801758,34.88507843017578
42,30.98310661315918,34.79426574707031,30.340662002563477,34.1895866394043
43,30.561418533325195,34.32606887817383,29.950258255004883,33.86021041870117
44,29.892793655395508,33.7833366394043,29.68526840209961,33.549354553222656
45,29.32219696044922,33.236568450927734,28.677074432373047,32.67966842651367
46,28.911029815673828,32.84199142456055,28.49892807006836,32.434566497802734
47,28.473621368408203,32.38254928588867,28.198450088500977,32.114418029785156
48,28.058366775512695,31.968759536743164,27.170419692993164,31.517894744873047
49,27.305147171020508,31.44081687927246,26.68067741394043,30.923141479492188
50,27.011337280273438,31.05364227294922,26.714244842529297,31.205228805541992
51,26.506641387939453,30.637746810913086,25.815948486328125,30.26382064819336
52,25.942174911499023,30.16644287109375,25.273069381713867,29.84280776977539
53,25.556800842285156,29.947397232055664,25.165987014770508,29.912372589111328
54,25.126815795898438,29.575862884521484,24.741260528564453,29.322429656982422
55,24.983875274658203,29.322952270507812,24.511104583740234,28.835134506225586
56,24.366302490234375,28.76483154296875,23.017269134521484,28.242042541503906
57,24.050399780273438,28.553537368774414,22.996522903442383,28.340717315673828
58,23.577346801757812,28.25244140625,22.782686233520508,27.67725944519043
59,23.103084564208984,27.755748748779297,23.00286102294922,27.593358993530273
60,22.554590225219727,27.43048095703125,22.35668182373047,27.180782318115234
61,22.032424926757812,27.124858856201172,21.5856990814209,26.619749069213867
62,21.47703742980957,26.71625328063965,21.25811004638672,26.284358978271484
63,21.171802520751953,26.47661781311035,20.797574996948242,26.197946548461914
64,20.794599533081055,26.133583068847656,20.3397274017334,25.744014739990234
65,20.79311752319336,26.020795822143555,20.599822998046875,25.83582305908203
66,20.550308227539062,25.76964569091797,20.674142837524414,25.786197662353516
67,20.031471252441406,25.408641815185547,19.364948272705078,24.88495445251465
68,19.51369285583496,25.02414894104004,18.97049331665039,24.575654983520508
69,19.236181259155273,24.770957946777344,18.973600387573242,24.444210052490234
70,18.90909767150879,24.510976791381836,18.691980361938477,24.245492935180664
71,18.545856475830078,24.270044326782227,18.424528121948242,24.014753341674805
72,18.27239990234375,23.975860595703125,17.764867782592773,23.61345863342285
