epoch,last_time_step_mse,loss,val_last_time_step_mse,val_loss
0,nan,nan,nan,nan
0,nan,nan,nan,nan
0,906.2250366210938,921.62841796875,855.0613403320312,837.79833984375
1,770.93359375,782.6577758789062,708.5585327148438,696.0563354492188
2,649.1783447265625,663.4961547851562,643.1434936523438,631.0962524414062
3,585.7720947265625,598.0905151367188,579.9996337890625,566.6697387695312
4,544.626708984375,552.70654296875,557.0725708007812,542.7168579101562
5,530.7530517578125,536.8258666992188,548.1103515625,532.93505859375
6,525.70751953125,530.074462890625,542.4269409179688,526.3905639648438
7,518.82568359375,521.9320068359375,525.969482421875,508.38739013671875
8,475.1266784667969,479.375732421875,436.0035705566406,423.3471374511719
9,349.2516784667969,357.48760986328125,329.59857177734375,320.4353332519531
10,288.0028991699219,295.21978759765625,280.581298828125,271.96923828125
11,246.32679748535156,252.89578247070312,241.68112182617188,234.53677368164062
12,211.82220458984375,218.629638671875,210.42080688476562,204.29678344726562
13,185.37757873535156,191.50437927246094,185.67132568359375,180.29891967773438
14,163.54737854003906,169.34280395507812,164.42636108398438,159.70765686035156
15,145.04788208007812,150.48455810546875,146.43496704101562,142.3914031982422
16,129.49221801757812,134.68910217285156,131.8956298828125,128.36105346679688
17,116.51036071777344,121.39783477783203,118.09612274169922,115.26726531982422
18,104.17436218261719,109.315673828125,106.20330047607422,104.22300720214844
19,94.12232208251953,99.1722640991211,96.57198333740234,95.07538604736328
20,85.70043182373047,90.51895141601562,87.88495635986328,86.65310668945312
21,78.03522491455078,82.90457153320312,80.13743591308594,79.29877471923828
22,71.083740234375,75.81462860107422,73.06218719482422,72.67018127441406
23,64.88146209716797,69.52932739257812,67.53955078125,67.39904022216797
24,59.758216857910156,64.1738510131836,61.46633529663086,61.5247688293457
25,54.986080169677734,59.257080078125,56.830711364746094,57.10391616821289
26,51.030189514160156,55.17689514160156,52.93623352050781,53.387996673583984
27,47.3861083984375,51.51524353027344,49.33525466918945,49.90929412841797
28,44.430274963378906,48.37671661376953,46.22990417480469,47.036373138427734
29,41.5228157043457,45.372398376464844,42.06348419189453,43.100975036621094
30,38.13013458251953,41.8967170715332,39.58787155151367,40.84885025024414
31,36.01944351196289,39.72086715698242,37.27354049682617,38.74650573730469
32,34.28038024902344,37.86975860595703,35.555442810058594,37.11526870727539
33,32.675575256347656,36.21775436401367,33.93510818481445,35.59501647949219
34,31.35573959350586,34.851192474365234,32.4224853515625,34.17418670654297
35,30.053754806518555,33.4721565246582,30.987075805664062,32.80301284790039
36,28.914751052856445,32.213504791259766,29.684185028076172,31.64143943786621
37,27.83916473388672,31.148683547973633,28.79279136657715,30.758760452270508
38,26.9164981842041,30.15194320678711,27.528127670288086,29.555082321166992
39,25.98333740234375,29.22024917602539,26.949739456176758,29.065542221069336
40,25.369924545288086,28.538244247436523,25.965391159057617,28.002037048339844
41,24.600627899169922,27.75523567199707,25.278160095214844,27.296913146972656
42,23.88043975830078,26.996856689453125,24.465476989746094,26.570016860961914
43,23.249351501464844,26.29764747619629,23.726293563842773,25.86636734008789
44,22.753284454345703,25.74554443359375,23.168088912963867,25.31920623779297
45,22.014328002929688,25.050443649291992,22.57540512084961,24.713886260986328
46,21.483211517333984,24.49104881286621,21.969545364379883,24.21648406982422
47,20.990018844604492,23.94982147216797,21.319089889526367,23.622411727905273
48,20.399803161621094,23.372453689575195,20.777162551879883,23.011028289794922
49,19.895662307739258,22.847017288208008,20.258602142333984,22.56399917602539
50,19.419885635375977,22.353286743164062,19.721006393432617,22.055219650268555
51,18.774333953857422,21.79440689086914,19.212913513183594,21.6113338470459
52,18.367267608642578,21.315275192260742,18.718687057495117,21.053342819213867
53,17.92080307006836,20.871450424194336,18.33342742919922,20.604413986206055
54,17.55687713623047,20.49560546875,17.854188919067383,20.230709075927734
55,17.07411003112793,20.012537002563477,17.49567985534668,19.968482971191406
56,16.69437026977539,19.624263763427734,17.089174270629883,19.412384033203125
57,16.229021072387695,19.190160751342773,16.34262466430664,18.856121063232422
58,15.758094787597656,18.730554580688477,16.037506103515625,18.49970817565918
59,15.373148918151855,18.353431701660156,15.393235206604004,18.01529312133789
60,14.906720161437988,17.92426300048828,14.959546089172363,17.590343475341797
61,14.470938682556152,17.507476806640625,14.592185974121094,17.278743743896484
62,14.226897239685059,17.245473861694336,14.146472930908203,16.871400833129883
63,13.715205192565918,16.749042510986328,13.899826049804688,16.58844757080078
64,13.33120346069336,16.38605499267578,13.333588600158691,16.088197708129883
65,12.999394416809082,16.04829216003418,12.986146926879883,15.787820816040039
66,12.592362403869629,15.679771423339844,12.791622161865234,15.708175659179688
67,12.29806900024414,15.362743377685547,12.19239330291748,15.117687225341797
68,11.882450103759766,14.97531795501709,11.72736644744873,14.69575023651123
69,11.59757137298584,14.674112319946289,11.41751480102539,14.45367431640625
70,11.301576614379883,14.40360164642334,11.001744270324707,14.046501159667969
71,10.894516944885254,14.025568008422852,10.69593620300293,13.752077102661133
72,10.625679016113281,13.748998641967773,10.411361694335938,13.481640815734863
73,10.36401653289795,13.468932151794434,10.104375839233398,13.200328826904297
74,10.02214527130127,13.178810119628906,9.911919593811035,13.07675552368164
75,9.77481746673584,12.916385650634766,10.015477180480957,13.065458297729492
76,9.543850898742676,12.686212539672852,9.354653358459473,12.477916717529297
77,9.411820411682129,12.521652221679688,9.081461906433105,12.215463638305664
78,9.038467407226562,12.151721000671387,8.9059419631958,12.043961524963379
79,8.75562572479248,11.899179458618164,8.654773712158203,11.866125106811523
80,8.686322212219238,11.797043800354004,8.382356643676758,11.612847328186035
81,8.38968276977539,11.531797409057617,8.000384330749512,11.265528678894043
82,8.046184539794922,11.20866870880127,7.689440727233887,10.959044456481934
83,7.844572067260742,10.978798866271973,7.519115924835205,10.784716606140137
84,7.62139368057251,10.77981185913086,7.406787872314453,10.735791206359863
85,7.464045524597168,10.607306480407715,7.01801061630249,10.349393844604492
86,7.170157432556152,10.333454132080078,6.786583423614502,10.141579627990723
87,6.9901442527771,10.148309707641602,6.562312602996826,9.936578750610352
88,6.867146015167236,9.998621940612793,6.427859306335449,9.843482971191406
